timestamp,AccY
1713140172526,2.9856912231445314
1713140172537,2.964585113525391
1713140172603,3.096909942626953
1713140172670,3.050805816650391
1713140172737,3.106190643310547
1713140172803,3.136128387451172
1713140172870,3.1846275329589844
1713140172936,3.2260913085937504
1713140173003,3.2320788574218753
1713140173070,3.216211853027344
1713140173137,3.204236755371094
1713140173203,3.1693592834472657
1713140173270,3.15424072265625
1713140173337,3.1223570251464845
1713140173403,3.1118788146972656
1713140173470,3.1518457031250002
1713140173537,3.213667144775391
1713140173603,3.187172241210938
1713140173670,3.339854736328125
1713140173737,3.494034118652344
1713140173803,3.37458251953125
1713140173870,3.7893699645996097
1713140173937,4.488865356445313
1713140174003,5.874833221435547
1713140174070,5.009931793212891
1713140174137,7.14673828125
1713140174203,6.126160583496094
1713140174270,4.734654235839844
1713140174337,3.399879913330078
1713140174403,0.9132508850097657
1713140174469,1.538800048828125
1713140174536,2.761158142089844
1713140174603,3.2495924377441407
1713140174669,-0.057779846191406255
1713140174736,4.348008270263672
1713140174803,-2.8672874450683596
1713140174870,-4.368665313720704
1713140174936,-0.5415737915039063
1713140175003,2.1317170715332034
1713140175070,-3.612587585449219
1713140175137,-5.046904907226563
1713140175203,-0.39697448730468754
1713140175270,1.1094927978515625
1713140175337,-0.8954379272460938
1713140175403,0.2942880249023438
1713140175470,1.1187734985351563
1713140175537,0.6867718505859375
1713140175603,-0.6225553894042969
1713140175670,-1.5287709045410156
1713140175737,-0.21270767211914063
1713140175803,0.6771917724609375
1713140175870,0.9466314697265625
1713140175937,1.2835807800292969
1713140176003,1.8345849609375
1713140176070,3.1954051208496095
1713140176137,2.1915925598144534
1713140176203,0.13965957641601562
1713140176270,5.706882476806641
1713140176337,1.74357421875
1713140176403,1.2597802734375
1713140176470,1.3615686035156251
1713140176537,1.347198486328125
1713140176603,2.019899597167969
1713140176670,0.7285350036621094
1713140176737,2.672392730712891
1713140176803,1.45377685546875
1713140176870,1.7042060852050782
1713140176937,3.3630564880371097
1713140177003,3.3521292114257815
1713140177070,3.1055918884277345
1713140177137,3.1536419677734377
1713140177203,4.151616668701172
1713140177270,4.7151947021484375
1713140177337,5.924829254150391
1713140177403,6.068380737304688
1713140177487,5.68622543334961
1713140177537,6.15041015625
1713140177603,6.3688059997558595
1713140177670,5.235363006591797
1713140177737,4.407734069824219
1713140177803,5.0744476318359375
1713140177870,4.691992950439453
1713140177937,4.403692474365235
1713140178003,5.580994262695313
1713140178070,6.177803192138672
1713140178137,6.887926483154297
1713140178203,6.98193099975586
1713140178270,7.461833038330078
1713140178337,7.9873901367187505
1713140178403,9.388775939941407
1713140178470,9.190438385009767
1713140178537,8.73358840942383
1713140178603,9.440568237304689
1713140178670,9.496102752685548
1713140178737,9.456584930419922
1713140178803,9.767189025878906
1713140178870,9.894723815917969
1713140178937,9.735155639648438
1713140179003,9.436077575683594
1713140179070,9.132957916259766
1713140179137,8.676557006835939
1713140179203,5.530698852539063
1713140179270,1.426084442138672
1713140179337,-1.2449610900878907
1713140179403,1.1204200744628907
1713140179470,7.59026596069336
1713140179537,1.5593074035644532
1713140179603,-2.677781524658203
1713140179670,10.019863586425782
1713140179737,25.6506591796875
1713140179803,11.624676361083985
1713140179870,-16.082556152343752
1713140179936,-5.7948994445800786
1713140180003,21.787642364501956
1713140180070,16.63535659790039
1713140180137,-16.884139251708984
1713140180203,-15.255226593017579
1713140180270,16.392112426757812
1713140180337,19.129619750976563
1713140180403,1.3442047119140625
1713140180470,-11.660901031494141
1713140180537,4.57688232421875
1713140180603,18.99819305419922
1713140180670,8.280630340576172
1713140180737,-3.8974452209472656
1713140180803,1.8850300598144532
1713140180870,8.72355926513672
1713140180937,7.447911987304688
1713140181003,5.40600814819336
1713140181070,5.958808593750001
1713140181137,7.0046836853027346
1713140181203,6.689139862060547
1713140181270,5.092410278320313
1713140181337,5.362299041748047
1713140181403,7.514523468017578
1713140181470,13.97972900390625
1713140181537,2.787503356933594
1713140181603,-9.93109817504883
1713140181670,9.514813842773439
1713140181737,24.57993576049805
1713140181803,2.814447326660156
1713140181870,-20.678299255371094
1713140181937,-1.4696438598632813
1713140182003,29.319978790283205
1713140182070,5.0885183715820315
1713140182137,-23.760090637207032
1713140182203,-6.738537139892578
1713140182270,26.978098754882815
1713140182337,14.588662719726564
1713140182403,-22.434896392822267
1713140182493,-2.5056394958496093
1713140182537,21.00851257324219
1713140182603,18.395995330810546
1713140182670,-20.637733612060547
1713140182737,-19.827019500732423
1713140182803,22.10213836669922
1713140182870,20.577558746337893
1713140182937,-13.755495300292969
1713140183003,-19.658470001220703
1713140183070,18.618732147216797
1713140183137,23.514002380371096
1713140183203,-8.492140502929688
1713140183270,-23.653212890625
1713140183337,3.5985168457031254
1713140183403,23.75230682373047
1713140183470,5.282514953613282
1713140183537,-20.639978942871096
1713140183603,-1.8832337951660156
1713140183670,24.275618591308596
1713140183737,9.258247375488281
1713140183803,-24.882905731201173
1713140183870,-16.65346893310547
1713140183936,13.83692596435547
1713140184003,20.275786285400393
1713140184070,-3.3200958251953128
1713140184137,-16.80390609741211
1713140184203,7.778574371337891
1713140184270,9.526190185546875
1713140184337,3.9441481018066407
1713140184403,2.622097320556641
1713140184470,3.8263430786132813
1713140184537,4.9443681335449226
1713140184603,4.548890533447266
1713140184670,4.527634735107422
1713140184737,3.9140606689453126
1713140184803,3.836372222900391
1713140184869,3.064427490234375
1713140184936,2.897674255371094
1713140185003,2.7393035888671875
1713140185070,3.840114440917969
1713140185137,4.428091735839844
1713140185203,3.274141387939453
1713140185270,0.7586224365234375
1713140185337,2.7033782958984376
1713140185403,2.129471740722656
1713140185469,1.644031219482422
1713140185536,1.7321978759765626
1713140185603,1.9118243408203126
1713140185670,1.6157400512695312
1713140185737,1.7556990051269532
1713140185803,2.3896307373046874
1713140185870,2.593656463623047
1713140185936,2.7187962341308594
1713140186003,2.990930328369141
1713140186070,3.005599822998047
1713140186137,3.0460157775878907
1713140186203,3.10155029296875
1713140186270,2.9668304443359377
1713140186337,3.2126193237304688
1713140186403,3.112178192138672
1713140186469,3.0467642211914066
1713140186537,3.014281768798828
1713140186603,2.951861572265625
1713140186670,3.1322364807128906
1713140186737,3.0512548828125
1713140186803,3.1352302551269533
1713140186870,3.177592163085938
1713140186937,3.2768357849121097
1713140187003,3.266806640625
1713140187070,3.3091685485839846
1713140187137,3.268004150390625
1713140187203,3.3028816223144535
1713140187270,3.4158966064453127
1713140187337,3.453169097900391
1713140187403,3.4157469177246096
1713140187490,3.4611026000976564
1713140187537,3.387605438232422
1713140187603,3.3985327148437503
1713140187670,3.414998474121094
1713140187737,3.471131744384766
1713140187803,3.052302703857422
1713140187870,3.045117645263672
1713140187937,2.498753814697266
1713140188003,1.9502943420410157
1713140188070,2.389031982421875
1713140188137,2.4866290283203125
1713140188203,2.545007629394531
1713140188270,2.5462051391601563
1713140188337,2.6234445190429687
1713140188403,2.59859619140625
1713140188469,2.7396029663085937
